musica,artista,genero,popularidade,danceability,energy,valence,bpm,loudness,status_hit
I'm Not That Smart - Reprise,25th Annual Putnam County Spelling Bee Original Cast,show-tunes,27,0.497,0.185,0.517,199.422,-9.924,Normal
I Am Playing Me,Heidi Blickenstaff,show-tunes,27,0.697,0.201,0.714,63.338,-12.899,Normal
Why We Like Spelling,25th Annual Putnam County Spelling Bee Original Cast,show-tunes,27,0.683,0.321,0.469,87.639,-8.673,Normal
Good Girl Winnie Foster - Reprise,Sarah Charles Lewis;Tuck Everlasting Original Broadway Cast Ensemble,show-tunes,27,0.507,0.221,0.405,98.595,-11.525,Normal
In the Way,Beth Leavel;Matthew Gumley;Original Broadway Company Of Elf The Musical,show-tunes,27,0.675,0.362,0.89,104.132,-8.234,Normal
Science Fiction Double Feature,Daphne Rubin-Vega;The Rocky Horror Show Ensemble (2000),show-tunes,27,0.712,0.638,0.469,115.168,-6.998,Normal
Be the Hero – Reprise,Bobby Steggert,show-tunes,27,0.503,0.566,0.579,115.68,-8.573,Normal
"Goodbye, Little Dream, Goodbye",Laura Osnes,show-tunes,27,0.236,0.145,0.0714,91.95,-14.257,Normal
What’s Next (feat. Big Fish Original Broadway Cast),Bobby Steggert;Norbert Leo Butz;Big Fish Original Broadway Cast,show-tunes,27,0.531,0.438,0.605,121.836,-9.855,Normal
Get This Right - Outtake,Jonathan Groff;Kristen Bell,show-tunes,56,0.725,0.5,0.446,98.515,-7.17,Normal
Seasons of Love,Rosario Dawson;Taye Diggs;Idina Menzel;Jesse L. Martin;Adam Pascal;Tracie Thoms;Anthony Rapp;Wilson Jermaine Heredia,show-tunes,59,0.475,0.579,0.466,178.151,-4.096,Normal
Relationship,Anthony Ramos,show-tunes,40,0.76,0.562,0.618,98.921,-6.916,Normal
Something Good,Julie Andrews;Bill Lee,show-tunes,45,0.252,0.047,0.199,77.656,-24.887,Normal
"Love Will Find A Way - From ""Simba's Pride""",Liz Callaway;Gene Miller;Disney Studio Chorus,show-tunes,48,0.335,0.299,0.116,124.838,-13.311,Normal
If You Say So,Lea Michele,show-tunes,48,0.342,0.436,0.237,140.228,-5.932,Normal
There! Right There!,Amber Efe;Kate Shindle;Laura Bell Bundy;'Legally Blonde' Ensemble;Manuel Herrera;Matthew Risch,show-tunes,54,0.715,0.35,0.697,127.869,-11.138,Normal
My White Knight,Barbara Cook,show-tunes,26,0.261,0.178,0.151,89.015,-14.986,Normal
The Road,Matt Dahan;Kelly Lynne D'angelo;Dylan Saunders;Joe Viba;Mariah Rose Faith;Natalie Llerena;Jaime Lyn Beatty;Michael Minto;Jeff Blim;Starry Company,show-tunes,26,0.52,0.365,0.22,105.005,-9.2,Normal
No Good Deed,Idina Menzel,show-tunes,26,0.352,0.546,0.274,114.814,-6.768,Normal
"Be More Chill, Pt. 2",Jason Tam;Will Roland;Be More Chill Original Broadway Ensemble,show-tunes,26,0.55,0.412,0.525,110.387,-7.564,Normal
Du bist wirklich sehr nett,"Original (German) Cast of ""Tanz Der Vampire""",show-tunes,26,0.285,0.183,0.078,100.046,-14.932,Normal
On My Own,Carrie Hope Fletcher,show-tunes,27,0.299,0.154,0.321,147.873,-10.474,Normal
Finale - Original Broadway Cast Recording,Carolee Carmello;Matthew Morrison;Aidan Gemme;Christopher Paul Richards;Sawyer Nunes;Alex Dreier,show-tunes,26,0.367,0.347,0.253,92.724,-9.19,Normal
Neverland (Reprise) - Original Broadway Cast Recording,Matthew Morrison;Laura Michelle Kelly;Carolee Carmello;Aidan Gemme;Christopher Paul Richards;Sawyer Nunes;Alex Dreier,show-tunes,26,0.406,0.293,0.271,105.011,-10.7,Normal
Zeit in einer Flasche,Wietske van Tongeren,show-tunes,26,0.404,0.341,0.104,103.134,-9.592,Normal
Tanzsaal,"Original (German) Cast of ""Tanz Der Vampire""",show-tunes,26,0.329,0.498,0.188,133.17,-9.257,Normal
"Elk Tour Suite, Pt. 1 & 2",Brian Stokes Mitchell;Lea Salonga,show-tunes,27,0.414,0.291,0.09,110.511,-11.293,Normal
Wenn ich tanzen will,Tourneecast 2011;Tourneecast 2012,show-tunes,26,0.453,0.556,0.216,148.077,-6.322,Normal
Freedom,Andy Karl,show-tunes,26,0.603,0.363,0.407,153.96,-8.458,Normal
Turbulent Flow,Krystina Alabado;Shereen Pimentel,show-tunes,0,0.496,0.354,0.705,146.133,-9.983,Normal
Buenos Aires,Andrew Lloyd Webber;Elena Roger,show-tunes,27,0.674,0.754,0.538,119.753,-6.643,Normal
Life On Mars?,Sophia Anne Caruso,show-tunes,26,0.462,0.333,0.132,124.451,-6.356,Normal
Horton Sits On The Egg / Act I Finale - Original Broadway Cast Recording,Kevin Chamberlin;Janine LaManna,show-tunes,26,0.522,0.478,0.568,134.65,-10.481,Normal
Roll In The Hay,Sutton Foster;Roger Bart;Christopher Fitzgerald,show-tunes,26,0.604,0.438,0.647,110.148,-7.325,Normal
Wahrheit,"Original (German) Cast of ""Tanz Der Vampire""",show-tunes,26,0.496,0.573,0.567,85.129,-9.593,Normal
When Velma Takes the Stand,Bebe Neuwirth,show-tunes,26,0.695,0.397,0.916,118.119,-11.974,Normal
Leo's Statement: It's hard to speak my heart...,Brent Carver,show-tunes,26,0.295,0.124,0.108,83.077,-15.806,Normal
Wishing You Were Somehow Here Again,Andrew Lloyd Webber;Emmy Rossum,show-tunes,27,0.169,0.0613,0.0752,91.653,-22.802,Normal
The Journey To The Heaviside Layer,"Andrew Lloyd Webber;""Cats"" 1983 Broadway Cast",show-tunes,27,0.353,0.346,0.125,96.925,-9.787,Normal
Ich hab geträumt von Manderley,"Wietske van Tongeren, Schatten",show-tunes,26,0.295,0.492,0.0739,103.502,-8.925,Normal
Small Umbrella in the Rain,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,show-tunes,26,0.439,0.234,0.308,77.204,-12.129,Normal
Journey to the Past,Carrie Hope Fletcher,show-tunes,26,0.439,0.392,0.389,94.393,-8.085,Normal
An Operatic Tragedy,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,show-tunes,26,0.521,0.425,0.567,78.824,-8.06,Normal
Finale,25th Annual Putnam County Spelling Bee Original Cast,show-tunes,26,0.637,0.387,0.881,83.271,-6.271,Normal
Make Me Happy,Lindsay Mendez;Ben Crawford,show-tunes,26,0.713,0.639,0.944,92.072,-5.769,Normal
The National Pastime (SMASH Cast Version),SMASH Cast,show-tunes,26,0.635,0.519,0.491,150.068,-7.243,Normal
"Schön, euch alle zu seh´n",Jubiläumscast Wien 2012,show-tunes,26,0.532,0.52,0.547,128.034,-11.202,Normal
I'd Be Delighted,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,show-tunes,26,0.613,0.375,0.672,141.007,-8.488,Normal
Stationen einer Ehe,Jubiläumscast Wien 2012,show-tunes,26,0.495,0.455,0.518,139.261,-11.372,Normal
Jedem gibt er das seine,Jubiläumscast Wien 2012,show-tunes,26,0.493,0.322,0.194,119.642,-13.645,Normal
Newsies Prologue,Max Casella,show-tunes,26,0.391,0.0316,0.446,130.32,-30.715,Normal
"Nichts, nichts, gar nichts (Irrenhausballade)",Jubiläumscast Wien 2012,show-tunes,26,0.332,0.404,0.0621,131.905,-11.531,Normal
Man's Man,Andrew Lloyd Webber;Helen George,show-tunes,26,0.545,0.358,0.433,94.195,-11.471,Normal
Cinderella's Soliloquy,Andrew Lloyd Webber;Carrie Hope Fletcher,show-tunes,27,0.413,0.269,0.208,140.108,-11.21,Normal
Come Out of the Dumpster,Laura Benanti;Stephen Lynch,show-tunes,26,0.46,0.308,0.331,144.656,-8.081,Normal
Stay Alive - Reprise,Lin-Manuel Miranda;Phillipa Soo;Original Broadway Cast of Hamilton;Anthony Ramos,show-tunes,58,0.546,0.246,0.427,160.031,-13.754,Normal
"Once Upon a December (From The ""Anastasia"" Soundtrack)",Liz Callaway,show-tunes,57,0.268,0.305,0.307,135.806,-12.608,Normal
Best of Wives and Best of Women,Phillipa Soo;Lin-Manuel Miranda,show-tunes,58,0.647,0.115,0.597,131.508,-16.826,Normal
Nandito Ako,Lea Salonga,show-tunes,26,0.562,0.291,0.254,128.433,-12.642,Normal
I Won't Say (I'm In Love),Susan Egan;Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Disney,show-tunes,49,0.686,0.467,0.441,121.075,-10.218,Normal
River,Ben Platt,show-tunes,48,0.623,0.13,0.338,101.038,-9.59,Normal
Bahay Kubo,Lea Salonga,show-tunes,25,0.483,0.265,0.445,119.583,-8.72,Normal
Last Thing I'll Ever Need,Loren Allred,show-tunes,43,0.446,0.306,0.272,121.583,-7.734,Normal
The Story,Sara Ramirez,show-tunes,56,0.504,0.41,0.134,98.022,-5.86,Normal
In The Heights,Lin-Manuel Miranda;Olga Merediz;Jimmy Smits;Daphne Rubin-Vega;Stephanie Beatriz;Dascha Polanco;Corey Hawkins;Gregory Diaz IV;Melissa Barrera;Anthony Ramos,show-tunes,55,0.575,0.535,0.713,167.834,-7.452,Normal
Run Away,Ben Platt,show-tunes,52,0.499,0.204,0.371,106.902,-9.076,Normal
Alles ist hell,"Original (German) Cast of ""Tanz Der Vampire""",show-tunes,25,0.497,0.233,0.365,89.302,-16.653,Normal
Amenna,Serkan Kaya,show-tunes,25,0.697,0.729,0.653,120.023,-4.649,Normal
No Way,SIX;Renée Lamb,show-tunes,61,0.629,0.713,0.511,119.363,-6.498,Normal
Vor dem Schloss,"Original (German) Cast of ""Tanz Der Vampire""",show-tunes,25,0.294,0.278,0.108,84.228,-13.123,Normal
"A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version",Julie Andrews,show-tunes,56,0.48,0.39,0.642,110.7,-14.253,Normal
Coo-Coo Princess - Live,Miss Saigon Original Cast;Jon Jon Briones;Eva Noblezada;Kwang-Ho Hong,show-tunes,25,0.391,0.237,0.165,79.233,-14.398,Normal
Mrs. De Winter bin ich!,Valerie Link;Pia Douwes,show-tunes,25,0.371,0.565,0.273,73.428,-9.051,Normal
Prolog - Ich hab geträumt von Manderley,Valerie Link;Schatten,show-tunes,25,0.233,0.487,0.076,110.063,-8.186,Normal
A Guy That I'd Kinda Be Into,Stephanie Hsu;'Be More Chill' Ensemble;Be More Chill,show-tunes,52,0.497,0.474,0.493,133.934,-7.279,Normal
On My Way,Sutton Foster;Violet Company,show-tunes,25,0.466,0.394,0.46,130.125,-8.236,Normal
Give Way,Lindsay Mendez;'Dogfight' Original Cast Ensemble,show-tunes,25,0.371,0.247,0.312,121.691,-10.814,Normal
Beautiful,Jared Gertner;Kate Wetherhead,show-tunes,25,0.625,0.168,0.426,152.685,-17.091,Normal
Journey To The Cemetery,Andrew Lloyd Webber;Emmy Rossum,show-tunes,26,0.213,0.0402,0.0359,110.354,-25.724,Normal
Edges of the World,Michael Cerveris,show-tunes,25,0.326,0.312,0.219,168.722,-12.687,Normal
Sie passt nicht,Jubiläumscast Wien 2012,show-tunes,25,0.5,0.359,0.206,95.843,-12.384,Normal
The Most Amazing Thing,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,show-tunes,25,0.464,0.346,0.646,165.48,-9.689,Normal
The Pursuit,Santino Fontana;Phumzile Sojola,show-tunes,25,0.533,0.376,0.323,138.434,-8.982,Normal
Long Way Home,Samantha Barks;Andy Karl;Original Broadway Cast of Pretty Woman,show-tunes,25,0.591,0.382,0.289,99.501,-8.849,Normal
I Know a Girl,Bebe Neuwirth,show-tunes,26,0.675,0.209,0.695,131.721,-15.915,Normal
Kein Lächeln war je so kalt,Uwe Kröger,show-tunes,25,0.459,0.555,0.335,89.917,-8.562,Normal
Die fröhliche Apokalypse,Jubiläumscast Wien 2012,show-tunes,25,0.552,0.447,0.593,123.659,-12.425,Normal
More Than I Am,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,show-tunes,25,0.24,0.302,0.0725,171.598,-9.222,Normal
Time Quartet,Carolee Carmello;Andrew Keenan-Bolger;Robert Lenzi,show-tunes,26,0.229,0.334,0.142,172.294,-10.818,Normal
Here Alone,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,show-tunes,25,0.212,0.202,0.114,143.149,-11.54,Normal
T.E.A.M. / The Baseball Game,"Anthony Rapp;You're a Good Man, Charlie Brown Ensemble (1999)",show-tunes,25,0.532,0.29,0.518,82.014,-14.187,Normal
So wie man denkt,Jubiläumscast Wien 2012,show-tunes,26,0.515,0.558,0.45,69.262,-9.229,Normal
My Most Beautiful Day,Carolee Carmello,show-tunes,25,0.283,0.23,0.118,177.047,-13.75,Normal
Everything's Golden,Terrence Mann;Tuck Everlasting Original Broadway Cast Ensemble,show-tunes,26,0.488,0.618,0.77,143.222,-7.483,Normal
Vatan,Serkan Kaya,show-tunes,25,0.33,0.715,0.163,175.121,-4.139,Normal
A Lovely Night (Reprise),Laura Osnes;Marla Mindelle,show-tunes,25,0.557,0.246,0.529,83.096,-10.354,Normal
The Vanquishing Of The Three-Headed Sea Witch,Andrew Lloyd Webber;Adam Lambert,show-tunes,26,0.362,0.568,0.282,147.518,-9.879,Normal
Christmas Is My Favorite Time of Year,Norbert Leo Butz;Aaron Tveit;Tom Wopat;Rachel De Benedet,show-tunes,26,0.355,0.172,0.26,75.318,-13.196,Normal
Kalbim Senin Hala,Serkan Kaya,show-tunes,25,0.385,0.817,0.529,163.928,-3.65,Normal
"So Long (Reprise) / Introduction To Only You, Lonely You",Andrew Lloyd Webber;Carrie Hope Fletcher;Ivano Turco,show-tunes,26,0.633,0.123,0.427,71.13,-19.116,Normal
For Forever - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Ben Platt,show-tunes,49,0.357,0.339,0.211,91.602,-8.854,Normal
Defying Gravity,Idina Menzel,show-tunes,46,0.295,0.691,0.178,151.598,-4.322,Normal
Autumn Leaves,Christine Ebersole,show-tunes,29,0.317,0.159,0.156,75.446,-11.705,Normal
One Short Day,Kristin Chenoweth;Idina Menzel,show-tunes,24,0.456,0.584,0.523,118.174,-8.274,Normal
In The Land Of The Pig The Butcher Is King,Rob Fowler;'Bat Out Of Hell' Original Cast,show-tunes,24,0.333,0.91,0.647,116.055,-1.49,Normal
The Squip Enters,Jason Tam;Will Roland,show-tunes,24,0.428,0.485,0.577,79.959,-7.15,Normal
Lanet Olsun,Serkan Kaya,show-tunes,25,0.392,0.837,0.558,188.013,-3.193,Normal
Everything I Did to Get to You (from Songland),Ben Platt,show-tunes,52,0.629,0.517,0.255,93.272,-6.512,Normal
Older,Ben Platt,show-tunes,49,0.543,0.467,0.245,81.03,-5.617,Normal
Foolish to Think,Bryce Pinkham,show-tunes,25,0.401,0.169,0.19,72.894,-11.444,Normal
Heart of Stone,SIX;Natalie Paris,show-tunes,60,0.513,0.426,0.101,115.196,-8.14,Normal
Unworthy of Your Love,Stephen Sondheim;Adam Chanler-Berat;Tavi Gevinson,show-tunes,25,0.482,0.221,0.228,126.481,-11.333,Normal
Sarah Brown Eyes,Audra McDonald;Brian Stokes Mitchell,show-tunes,25,0.316,0.113,0.142,90.161,-18.999,Normal
Room 317 - Live,Miss Saigon Original Cast;Tamsin Carroll;Eva Noblezada,show-tunes,25,0.537,0.11,0.159,88.819,-16.767,Normal
Finale,Bebe Neuwirth;Ann Reinking,show-tunes,25,0.495,0.511,0.562,79.127,-10.819,Normal
"Bitte, meine Herren!","Original (German) Cast of ""Tanz Der Vampire""",show-tunes,24,0.509,0.198,0.0881,104.902,-17.131,Normal
How Can I Call This Home?,Brent Carver;John Hickok;Parade Ensemble,show-tunes,25,0.466,0.342,0.453,69.316,-11.227,Normal
If I Could Turn Back Time,Stephanie J. Block;The Cher Show Ensemble,show-tunes,25,0.654,0.756,0.581,121.887,-3.299,Normal
Lullaby of Broadway,Jerry Orbach;42nd Street Ensemble,show-tunes,25,0.315,0.331,0.346,81.277,-13.533,Normal
Debrezin,Jubiläumscast Wien 2012,show-tunes,24,0.387,0.217,0.0395,146.397,-14.695,Normal
Sind Die Sterne Gegen Uns?,Patrick Stanke;Ana Milva Gomez,show-tunes,24,0.447,0.439,0.0872,72.495,-9.534,Normal
Fallin' / I Still Believe in Love,Lea Salonga,show-tunes,25,0.552,0.345,0.447,136.953,-11.426,Normal
Could You?,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,show-tunes,24,0.626,0.286,0.502,112.014,-8.957,Normal
The Confrontation - Live,Miss Saigon Original Cast;Alistair Brammer;Tamsin Carroll;Hugh Maynard;Eva Noblezada,show-tunes,25,0.409,0.244,0.187,78.449,-14.795,Normal
Public Relations (SMASH Cast Version) (feat. Katharine McPhee & Christian Borle),SMASH Cast;Katharine McPhee;Christian Borle,show-tunes,24,0.38,0.593,0.462,167.315,-7.399,Normal
Liebe mit Gaffern,Jubiläumscast Wien 2012,show-tunes,24,0.427,0.336,0.66,84.53,-15.206,Normal
Right This Way,Laura Osnes;Geoff Packard;Corey Cott;Alex Bender;Brandon J. Ellis;James Nathan Hopkins,show-tunes,25,0.487,0.492,0.236,119.124,-6.794,Normal
All Through the Night,Colin Donnell;Laura Osnes;Ward Billeisen;Josh Franklin;Daniel J. Edwards;William Ryall,show-tunes,25,0.279,0.343,0.14,106.399,-12.315,Normal
Eine schöne Tochter ist ein Segen,"Original (German) Cast of ""Tanz Der Vampire""",show-tunes,24,0.407,0.412,0.224,83.03,-11.518,Normal
The Wheel - Finale,Carolee Carmello;Robert Lenzi;Andrew Keenan-Bolger;Tuck Everlasting Original Broadway Company,show-tunes,24,0.326,0.171,0.32,64.976,-11.386,Normal
It's Now or Never,Nikki M. James;Curtis Holbrook;All Shook Up Ensemble,show-tunes,24,0.405,0.382,0.398,106.46,-10.611,Normal
Nobody Cares,Andy Karl;Andrew Call;Raymond J. Lee;Groundhog Day The Musical Company;Tim Minchin,show-tunes,24,0.485,0.612,0.622,131.947,-5.317,Normal
That's All Right,Cheyenne Jackson;Mark Price;Nikki M. James;Curtis Holbrook;Sharon Wilkins;All Shook Up Ensemble,show-tunes,24,0.63,0.582,0.757,119.608,-9.252,Normal
Die letzte Chance,Jubiläumscast Wien 2012,show-tunes,25,0.442,0.942,0.479,81.027,-6.785,Normal
Uns´re Kaiserin soll sich wiegen,Jubiläumscast Wien 2012,show-tunes,25,0.579,0.514,0.711,158.302,-10.644,Normal
So Familiar,Carmen Cusack;Bright Star Original Broadway Ensemble,show-tunes,24,0.635,0.317,0.488,108.054,-13.831,Normal
I Know You,Andrew Lloyd Webber;Helen George;Victoria Hamilton-Barritt,show-tunes,25,0.563,0.115,0.515,129.046,-16.809,Normal
Tulou Tagaloa,Olivia Foa'i,show-tunes,24,0.271,0.405,0.187,109.177,-10.839,Normal
When Willy Met Oompa,Christian Borle;Oompa-Loompas,show-tunes,24,0.692,0.659,0.819,145.05,-6.454,Normal
"Like Other Girls - From ""Mulan II""/Soundtrack Version",Judy Kuhn;Beth Blankenship;Mandy Gonzalez,show-tunes,24,0.498,0.398,0.361,82.064,-8.648,Normal
Easy to Love - Reprise,Laura Osnes,show-tunes,24,0.299,0.146,0.125,74.714,-16.797,Normal
Entr'acte / Take Back Your Mink,Faith Prince;Tina Marie DeLeone;Denise Faye;JoAnn M. Hunter;Nancy Lemenager;Greta Martin;Pascale Faye,show-tunes,25,0.418,0.236,0.527,76.61,-15.45,Normal
Showdown (feat. Big Fish Original Broadway Cast),Bobby Steggert;Norbert Leo Butz;Big Fish Original Broadway Cast,show-tunes,25,0.529,0.67,0.716,130.837,-8.441,Normal
"Red, White and True (feat. Big Fish Original Broadway Cast)",Kate Baldwin;Norbert Leo Butz;Big Fish Original Broadway Cast,show-tunes,25,0.353,0.602,0.455,181.957,-8.449,Normal
Bachatica,Leslie Grace,show-tunes,55,0.742,0.622,0.532,123.917,-5.556,Normal
"Just Around the Riverbend - From ""Pocahontas"" / Soundtrack Version",Judy Kuhn,show-tunes,60,0.308,0.19,0.253,94.762,-16.835,Normal
Think Of Me - From 'The Phantom Of The Opera' Motion Picture,Andrew Lloyd Webber;Emmy Rossum;Patrick Wilson,show-tunes,56,0.349,0.101,0.306,100.857,-20.304,Normal
Land Of The Loving,Lea Salonga,show-tunes,24,0.254,0.346,0.146,89.17,-8.687,Normal
So Will I,Ben Platt,show-tunes,45,0.4,0.354,0.173,84.438,-8.69,Normal
The Sower,Matt Dahan;Kelly Lynne D'angelo;Natalie Llerena;Joe Viba;Mariah Rose Faith;Jaime Lyn Beatty;Michael Minto;Clayton Snyder;Huck Walton;Dylan Saunders;Starry Company,show-tunes,24,0.375,0.27,0.191,107.239,-9.244,Normal
Climb Ev'ry Mountain - Reprise,Julie Andrews,show-tunes,42,0.158,0.236,0.321,75.419,-12.446,Normal
Dead Girl Walking (Reprise),Barrett Wilbert Weed;Michelle Duffy;Daniel Cooney;Ryan McCartan;Elle McLemore,show-tunes,59,0.745,0.6,0.706,110.275,-7.285,Normal
"The Whole ""Being Dead"" Thing",Alex Brightman;Beetlejuice Original Broadway Cast Recording Ensemble,show-tunes,59,0.525,0.84,0.666,155.95,-5.779,Normal
Die roten Stiefel,"Original (German) Cast of ""Tanz Der Vampire""",show-tunes,24,0.226,0.628,0.226,80.546,-8.563,Normal
Don Juan,Andrew Lloyd Webber;Victor Mcguire,show-tunes,25,0.338,0.216,0.0913,76.959,-20.414,Normal
Rebecca,"Susan Rigvava-Dumas, Carsten Lepper",show-tunes,24,0.408,0.642,0.296,94.744,-8.471,Normal
"Down to the Sea (from ""The Little Mermaid II: Return to the Sea"")",Jodi Benson;Samuel E. Wright;Rob Paulsen;Clancy Brown;Kay E Kuter,show-tunes,24,0.437,0.539,0.566,121.544,-7.836,Normal
"Twice In Every Show - Original Broadway Cast Recording: ""Spamalot""",Sara Ramirez;Tim Curry,show-tunes,23,0.513,0.327,0.321,83.121,-7.46,Normal
That Time of Year,Josh Gad;Idina Menzel;Kristen Bell;Cast - Olaf's Frozen Adventure,show-tunes,47,0.586,0.432,0.805,129.1,-6.531,Normal
Rebecca - Reprise,"Susan Rigvava-Dumas, Wietske van Tongeren, Schatten",show-tunes,24,0.37,0.518,0.399,97.888,-8.97,Normal
How I Am,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,show-tunes,24,0.52,0.324,0.443,77.565,-10.238,Normal
The River Won't Flow,Colin Donnell;Mykal Kilgore;'Songs for a New World' 2018 Encores! Off-Center Company,show-tunes,24,0.634,0.692,0.643,78.515,-4.963,Normal
The Proposal,Santino Fontana;Laura Osnes;Rodgers + Hammerstein's Cinderella Original Broadway Ensemble,show-tunes,24,0.507,0.33,0.434,111.703,-6.44,Normal
I Can't Do It Alone (Reprise),Bebe Neuwirth,show-tunes,24,0.334,0.0551,0.448,164.618,-18.918,Normal
Bitter,Laura Osnes,show-tunes,23,0.482,0.296,0.158,120.832,-10.571,Normal
The Answer,George Salazar;Joe Iconis,show-tunes,24,0.543,0.193,0.235,117.428,-15.566,Normal
"Historian's Introduction to Act I - Original Broadway Cast Recording: ""Spamalot""",Christian Borle,show-tunes,24,0.515,0.652,0.782,96.468,-7.004,Normal
Mr. & Mrs. Smith (SMASH Cast Version) (feat. Megan Hilty & Will Chase),SMASH Cast;Megan Hilty;Will Chase,show-tunes,24,0.491,0.184,0.278,122.946,-14.385,Normal
(Let's Start) Tomorrow Tonight (SMASH Cast Version) (feat. Leslie Odom Jr.),SMASH Cast;Leslie Odom Jr.,show-tunes,24,0.537,0.582,0.658,130.054,-7.558,Normal
Kind oder nicht!,Jubiläumscast Wien 2012,show-tunes,24,0.531,0.239,0.166,119.097,-16.376,Normal
"I Won't Say (I'm In Love) - From ""Hercules""",Susan Egan;Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Disney,show-tunes,24,0.678,0.465,0.495,121.175,-9.906,Normal
On Lexington & 52nd Street (SMASH Cast Version) (feat. Will Chase),SMASH Cast;Will Chase,show-tunes,24,0.452,0.473,0.22,149.843,-9.786,Normal
Ewigkeit,"Original (German) Cast of ""Tanz Der Vampire""",show-tunes,24,0.469,0.51,0.0697,130.182,-10.411,Normal
